itemcode,itemdesc,catcode,category,company,brand,packaging,flavor,color,qty,uomdesc,pack_size,launchdate,audittype
34598,ARPICO CHEF CUTTLE FISH FLAVOUR 50 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,CUTTLE FISH,,50,GM,50.00 GM,202008,1
34599,ARPICO CHEF FISH FLAVOUR 50 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,FISH,,50,GM,50.00 GM,201508,1
34600,ARPICO CHEF FISH FLAVOUR 90 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,FISH,,90,GM,90.00 GM,201507,1
34601,ARPICO CHEF POLOS FLAVOUR 50 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,POLOS,,50,GM,50.00 GM,201509,1
34602,ARPICO CHEF POLOS FLAVOUR 90 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,POLOS,,90,GM,90.00 GM,201507,1
34603,ARPICO CHEF PRAWN FLAVOUR 50 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,PRAWN,,50,GM,50.00 GM,202008,1
34604,ARPICO CHEF ROASTED CHICKEN FLAVOUR 50 GM,10,SOYA MEAT,MASKELIYA TEA GARDENS CEYLON LTD,ARPICO CHEF,PLPCH,ROASTED CHICKEN,,50,GM,50.00 GM,202008,1
34610,MAYA (MAYA FOODS LANKA) CHICKEN DEVILLED FLAVOUR 90 GM,10,SOYA MEAT,MAYA FOODS LANKA,MAYA,PLPCH,DEVILLED CHICKEN,,90,GM,90.00 GM,201512,1
34611,MAYA (MAYA FOODS LANKA) CHICKEN FLAVOUR 45 GM,10,SOYA MEAT,MAYA FOODS LANKA,MAYA,PLPCH,CHICKEN,,45,GM,45.00 GM,201603,1
34612,MAYA (MAYA FOODS LANKA) CHICKEN FLAVOUR 55 GM,10,SOYA MEAT,MAYA FOODS LANKA,MAYA,PLPCH,CHICKEN,,55,GM,55.00 GM,201408,1
34613,MAYA (MAYA FOODS LANKA) CURRY FLAVOUR 55 GM,10,SOYA MEAT,MAYA FOODS LANKA,MAYA,PLPCH,CURRY,,55,GM,55.00 GM,201408,1
34615,MAYA (MAYA FOODS LANKA) PRAWN SOYA 55 GM,10,SOYA MEAT,MAYA FOODS LANKA,MAYA,PLPCH,PRAWN,,55,GM,55.00 GM,201408,1
34617,CHANNA CURRY SOYA 50 GM,10,SOYA MEAT,M.D JAYAMPATHI PRODUCTS,CHANNA,PLPCH,CURRY,,50,GM,50.00 GM,201503,1
34619,MDK CHICKEN SOYA 70 GM,10,SOYA MEAT,MDK FOOD PRODUCTS,MDK,PLPCH,CHICKEN,,70,GM,70.00 GM,200706,1
34620,MDK CURRY SOYA 70 GM,10,SOYA MEAT,MDK FOOD PRODUCTS,MDK,PLPCH,CURRY,,70,GM,70.00 GM,200611,1
34621,MDK CUTTLE FISH 70 GM,10,SOYA MEAT,MDK FOOD PRODUCTS,MDK,PLPCH,CUTTLE FISH,,70,GM,70.00 GM,200706,1
34622,MDK POLOS MALUWA 70 GM,10,SOYA MEAT,MDK FOOD PRODUCTS,MDK,PLPCH,POLOS,,70,GM,70.00 GM,200704,1
34623,MDK REAL MEAT TASTE 70 GM,10,SOYA MEAT,MDK FOOD PRODUCTS,MDK,PLPCH,MEAT,,70,GM,70.00 GM,201503,1
34625,M.D.M CHICKEN FLAVOUR 45 GM,10,SOYA MEAT,MDM FOODS MARKETING,M.D.M,PLPCH,CHICKEN,,45,GM,45.00 GM,201610,1
34627,LAK SOY POLOS FLAVOURED SOYA MEAT 50 GM (MERIDIAN FOODS),10,SOYA MEAT,MERIDIAN FOODS (PVT) LTD,LAK SOY,PLPCH,POLOS,,50,GM,50.00 GM,201901,1
34628,LAK SOY TANDOORI CHICKEN FLAVOURED SOYA MEAT 50 GM (MERIDIAN FOODS),10,SOYA MEAT,MERIDIAN FOODS (PVT) LTD,LAK SOY,PLPCH,TANDOORI CHICKEN,,50,GM,50.00 GM,201904,1
34639,MIHIRA CHICKEN FLAVOUR 40 GM,10,SOYA MEAT,MIHIRA NATURAL PRODUCTS,MIHIRA,PLPCH,CHICKEN,,40,GM,40.00 GM,201610,1
34640,RANTHARU CURRY SOYA MEAT 45 GM,10,SOYA MEAT,MIHIRANGA PRODUCTS,RANTHARU,PLPCH,CURRY,,45,GM,45.00 GM,202007,1
34643,MD LANKA CURRY LEAVES 35 GM,10,SOYA MEAT,MITHUDANA LANKA PRODUCTS,MD LANKA,PLPCH,CURRY,,35,GM,35.00 GM,202008,1
34644,MD LANKA SOYA 40 GM,10,SOYA MEAT,MITHUDANA LANKA PRODUCTS,MD LANKA,PLPCH,REGULAR,,40,GM,40.00 GM,201608,1
34654,MUTHUMUTHU CHICKEN FLAVOURED 50 GM,10,SOYA MEAT,MUTHUMUTHU FOOD PRODUCTS,MUTHUMUTHU,PLPCH,CHICKEN,,50,GM,50.00 GM,201503,1
34666,MUTHU SOYA CURRY FLAVOUR 50 GM,10,SOYA MEAT,MUTHU FOOD PRODUCTS,MUTHU SOYA,PLPCH,CURRY,,50,GM,50.00 GM,201304,1
34669,NAVOLAN COUNTRY CHICKEN FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,COUNTRY CHICKEN,,50,GM,50.00 GM,201801,1
34670,NAVOLAN CURRY CHICKEN FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,CURRY CHICKEN,,50,GM,50.00 GM,201905,1
34671,NAVOLAN EGG FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,EGG,,50,GM,50.00 GM,201801,1
34672,NAVOLAN FISH FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,FISH,,50,GM,50.00 GM,201706,1
34673,NAVOLAN POLOS FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,POLOS,,50,GM,50.00 GM,201804,1
34674,NAVOLAN PRAWN FLAVOUR 50 GM,10,SOYA MEAT,NAVOLAN LANKA (PVT) LTD,NAVOLAN,PLPCH,PRAWN,,50,GM,50.00 GM,202006,1
34678,NELCO CASHEW GREEN PEAS WITH SOYA GRAM 90 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CASHEW GREEN PEAS,,90,GM,90.00 GM,201609,1
34679,NELCO CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CHICKEN,,60,GM,60.00 GM,201407,1
34680,NELCO CHICKEN FLAVOUR SOYA MEAT 40 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CHICKEN,,40,GM,40.00 GM,201707,1
34681,NELCO CRAB FLAVOURED SOYA 60 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CRAB,,60,GM,60.00 GM,201609,1
34682,NELCO CURRY FLAVOUR 40 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CURRY,,40,GM,40.00 GM,201707,1
34684,NELCO CUTTLE FISH FLAVOUR 40 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CUTTLE FISH,,40,GM,40.00 GM,201708,1
34686,NELCO GARLIC WITH SOYA 60 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,GARLIC,,60,GM,60.00 GM,201609,1
34688,NELCO MIHIRI CURRY FLAVOUR 50 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CURRY,,50,GM,50.00 GM,201507,1
34689,NELCO MIHIRI CUTTLE FISH 50 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,CUTTLE FISH,,50,GM,50.00 GM,201507,1
34690,NELCO MUTTON FLAVOURED SOYA 60 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,MUTTON,,60,GM,60.00 GM,201704,1
34692,NELCO PRAWN FLAVOUR 40 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,PRAWN,,40,GM,40.00 GM,201708,1
34693,NELCO SALMON FLAVOURED SOYA 60 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,SALMON,,60,GM,60.00 GM,201610,1
34694,NELCO MALDIVE FISH FLAVOUR 70 GM,10,SOYA MEAT,NELCO FOOD PRODUCTS (PVT) LTD,NELCO,PLPCH,MALDIVE FISH,,70,GM,70.00 GM,201701,1
34696,DIAMOND CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,NEW DIAMOND LANKA (PVT)LTD,DIAMOND,PLPCH,CHICKEN,,60,GM,60.00 GM,200911,1
34697,DIAMOND CURRY FLAVOUR 50 GM,10,SOYA MEAT,NEW DIAMOND LANKA (PVT)LTD,DIAMOND,PLPCH,CURRY,,50,GM,50.00 GM,201308,1
34698,DIAMOND CURRY FLAVOUR 60 GM,10,SOYA MEAT,NEW DIAMOND LANKA (PVT)LTD,DIAMOND,PLPCH,CURRY,,60,GM,60.00 GM,201404,1
34701,THEJA CURRY 50 GM (NEW SON ),10,SOYA MEAT,NEW SON SOYA PRODUCTS,THEJA,PLPCH,CURRY,,50,GM,50.00 GM,201210,1
34704,NIKADO CHICKEN FLAVOUR BUDGET PACK 50 GM,10,SOYA MEAT,NIKADO CO.LTD,NIKADO,PLPCH,CHICKEN,,50,GM,50.00 GM,201609,1
34705,NIKADO CURRY FLAVOUR BUDGET PACK 50 GM,10,SOYA MEAT,NIKADO CO.LTD,NIKADO,PLPCH,CURRY,,50,GM,50.00 GM,201609,1
34706,NIKADO FISH AMBULTHIYAL FLAVOUR 50 GM,10,SOYA MEAT,NIKADO CO.LTD,NIKADO,PLPCH,AMBULTHIYAL,,50,GM,50.00 GM,201609,1
34711,NKO CHICKEN SOYA 40 GM (N.J. INDUSTRIES),10,SOYA MEAT,NKO PRODUCT,NKO,PLPCH,CHICKEN,,40,GM,40.00 GM,201712,1
34712,NKO CURRY SOYA 40 GM,10,SOYA MEAT,NKO PRODUCT,NKO,PLPCH,CURRY,,40,GM,40.00 GM,201712,1
34715,RASOYA PRAWN FLAVOUR 50 GM,10,SOYA MEAT,N.S.LANKA PRODUCTS,RASOYA,PLPCH,PRAWN,,50,GM,50.00 GM,201306,1
34721,NVS CURRY FLAVOUR 40 GM,10,SOYA MEAT,N.V.S PRODUCTS,NVS,PLPCH,CURRY,,40,GM,40.00 GM,202006,1
34722,NVS CURRY FLAVOUR 50 GM,10,SOYA MEAT,N.V.S PRODUCTS,NVS,PLPCH,CURRY,,50,GM,50.00 GM,201304,1
34725,PADMA CHICKEN SOYA 50 GM,10,SOYA MEAT,PADMA PRODUCTS,PADMA,PLPCH,CHICKEN,,50,GM,50.00 GM,201404,1
34729,PRABODHI CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,PRABODHI FOOD PRODUCTS,PRABODHI,PLPCH,CHICKEN,,60,GM,60.00 GM,201802,1
34730,PRABODHI CHICKEN FLAVOUR 80 GM,10,SOYA MEAT,PRABODHI FOOD PRODUCTS,PRABODHI,PLPCH,CHICKEN,,80,GM,80.00 GM,201605,1
34731,PRABODHI CURRY CHICKEN FLAVOUR 80 GM,10,SOYA MEAT,PRABODHI FOOD PRODUCTS,PRABODHI,PLPCH,CURRY CHICKEN,,80,GM,80.00 GM,201502,1
34735,PRABODHI PRAWNS FLAVOUR 80 GM,10,SOYA MEAT,PRABODHI FOOD PRODUCTS,PRABODHI,PLPCH,PRAWN,,80,GM,80.00 GM,201801,1
34738,PRABHA LANKA SOYA MEAT 40 GM,10,SOYA MEAT,PRABHA LANKA FOOD,PRABHA LANKA,PLPCH,REGULAR,,40,GM,40.00 GM,202006,1
34739,MILLA SOYA 50 GM,10,SOYA MEAT,PRAMUKA LANKA PRODUCTS,MILLA,PLPCH,REGULAR,,50,GM,50.00 GM,201808,1
34746,RAJA RASA PRAWNS FLAVOUR 50 GM,10,SOYA MEAT,PUBLIC HOUSE PRODUCTS,RAJA RASA,PLPCH,PRAWN,,50,GM,50.00 GM,201712,1
34752,RAIGAM MR.CHICKEN COUNTRY CHICKEN 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,COUNTRY CHICKEN,,60,GM,60.00 GM,201702,1
34753,RAIGAM MR.CHICKEN CURRY CHICKEN 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,CURRY CHICKEN,,60,GM,60.00 GM,201702,1
34754,RAIGAM MR.CHICKEN MEAT SOYA GAMKUKUL FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,CHICKEN,,60,GM,60.00 GM,201702,1
34755,RAIGAM MR.CHICKEN MEAT SOYA KALUKUN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,CHICKEN,,60,GM,60.00 GM,201702,1
34756,RAIGAM MR.CHICKEN MEAT SOYA MASALA CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,CHICKEN,,60,GM,60.00 GM,201702,1
34757,RAIGAM MR.CHICKEN TANDOORI CHICKEN 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,MR.CHICKEN,PLPCH,CHICKEN,,60,GM,60.00 GM,201702,1
34758,RAIGAM CHICKEN FLAVOUR 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,50,GM,50.00 GM,201402,1
34759,RAIGAM CHICKEN FLAVOUR SMART PACK 40 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,40,GM,40.00 GM,201506,1
34760,RAIGAM CHICKEN FLAVOUR STAR PACK 40 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,40,GM,40.00 GM,201310,1
34761,RAIGAM CURRY FLAVOUR STAR PACK 40 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,40,GM,40.00 GM,201310,1
34762,RAIGAM DELLAN KIRATA-CUTTLE FISH FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,60,GM,60.00 GM,201802,1
34763,RAIGAM GOLD MEAT SOYA BBQ FLAVOUR 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,BBQ,,70,GM,70.00 GM,201303,1
34764,RAIGAM GOLD MEAT SOYA CHICKEN FLAVOUR 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,70,GM,70.00 GM,201303,1
34766,RAIGAM GOLD MEAT SOYA CUTTLE FISH 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,70,GM,70.00 GM,201303,1
34767,RAIGAM GOLD MEAT SOYA PRAWN FLAVOUR 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,70,GM,70.00 GM,201303,1
34768,RAIGAM ISSAN KIRATA-PRAWN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,60,GM,60.00 GM,201802,1
34769,RAIGAM PRAWN FLAVOUR 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,50,GM,50.00 GM,201402,1
34770,RAIGAM PRAWN FLAVOUR STAR PACK 40 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,40,GM,40.00 GM,201310,1
34771,RAIGAM SOYA CHICKEN BLUE PACK 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,50,GM,50.00 GM,201304,1
34772,RAIGAM SOYA AMBUL THIYAL & CURRY 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,AMBULTHIYAL,,90,GM,90.00 GM,200505,1
34773,RAIGAM SOYA BALA MALU AMBULTHIYAL 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,AMBULTHIYAL,,90,GM,90.00 GM,200901,1
34774,RAIGAM SOYA CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,60,GM,60.00 GM,201108,1
34775,RAIGAM SOYA CHICKEN FLAVOUR TEMPARADUWA 85 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,85,GM,85.00 GM,201011,1
34776,RAIGAM SOYA CHICKEN FLAVOURED 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,90,GM,90.00 GM,201412,1
34777,RAIGAM SOYA CHICKEN SOYA DEVEL 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,DEVILLED CHICKEN,,110,GM,110.00 GM,200902,1
34778,RAIGAM SOYA CHINESE DEVEL CHICKEN 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,DEVILLED CHICKEN,,90,GM,90.00 GM,,1
34779,RAIGAM SOYA CHINESE SOYA CUTTLEFISH 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,90,GM,90.00 GM,,1
34780,RAIGAM SOYA CHINESE WITH CHICKEN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,90,GM,90.00 GM,,1
34781,RAIGAM SOYA CHINESE WITH PRAWN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,DEVEL PRAWN,,90,GM,90.00 GM,,1
34782,RAIGAM SOYA CURRY BLUE PACK 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,50,GM,50.00 GM,201307,1
34783,RAIGAM SOYA CURRY FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,60,GM,60.00 GM,201108,1
34784,RAIGAM SOYA CURRY FLAVOUR 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,50,GM,50.00 GM,201403,1
34785,RAIGAM SOYA CURRY SOYA 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,90,GM,90.00 GM,,1
34786,RAIGAM SOYA CUTTLE FISH FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,60,GM,60.00 GM,201108,1
34787,RAIGAM SOYA CUTTLE FISH SOYA DEVEL 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,110,GM,110.00 GM,200902,1
34788,RAIGAM SOYA DEVEL CHICKEN 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,110,GM,110.00 GM,200912,1
34789,RAIGAM SOYA DEVEL PRAWN 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,DEVEL PRAWN,,90,GM,90.00 GM,200505,1
34790,RAIGAM SOYA FRI.& DEVEL CUTTLE FISH 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRI.& DEVEL CUTTLE,,90,GM,90.00 GM,,1
34791,RAIGAM SOYA FRI.& DEVEL PRAWN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRI.& DEVEL PRAWN,,90,GM,90.00 GM,,1
34792,RAIGAM SOYA FRIED & DEVILLED SOYA KALUKUM 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRIED & DEVILLED KALUKUM,,110,GM,110.00 GM,201812,1
34793,RAIGAM SOYA FRIED & DEVILLED SOYA CHICKEN 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRI.& DEVEL CHICKEN,,110,GM,110.00 GM,201909,1
34794,RAIGAM SOYA FRIED & DEVILLED SOYA CUTTLE FISH 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRI.& DEVEL CUTTLE,,110,GM,110.00 GM,201812,1
34795,RAIGAM SOYA FRIED & DEVILLED SOYA FISH 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRIED & DEVILLED FISH,,110,GM,110.00 GM,201812,1
34796,RAIGAM SOYA FRIED & DEVILLED SOYA PRAWN 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,FRI.& DEVEL PRAWN,,110,GM,110.00 GM,201812,1
34797,RAIGAM SOYA MALDIVE FISH 105 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,MALDIVE FISH,,105,GM,105.00 GM,202006,1
34798,RAIGAM SOYA MALDIVE FISH 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,MALDIVE FISH,,90,GM,90.00 GM,,1
34799,RAIGAM SOYA MEAT 250 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,REGULAR,,250,GM,250.00 GM,201308,1
34800,RAIGAM SOYA MEAT DOUBLE CHICKEN 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,90,GM,90.00 GM,201907,1
34801,RAIGAM SOYA NAT.CHICKEN FL BUDGET PACK 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,70,GM,70.00 GM,200802,1
34802,RAIGAM SOYA NAT.CUTTLE FISH FLAVOUR BUDGET PACK 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,70,GM,70.00 GM,200802,1
34803,RAIGAM SOYA NAT.PRAWN FLAVOUR BUDGET PACK 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,70,GM,70.00 GM,200802,1
34804,RAIGAM SOYA NATURAL CHICKEN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,90,GM,90.00 GM,,1
34805,RAIGAM SOYA NATURAL CURRY FLAVOUR BUDGET PACK 70 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,70,GM,70.00 GM,200802,1
34806,RAIGAM SOYA NATURAL CUTTLE FISH FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,90,GM,90.00 GM,,1
34807,RAIGAM SOYA NATURAL POLOS FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,POLOS,,90,GM,90.00 GM,200612,1
34808,RAIGAM SOYA NATURAL PRAWN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,90,GM,90.00 GM,,1
34809,RAIGAM SOYA NATURAL ROASTED CHICKEN FLAVOUR 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,ROASTED CHICKEN,,90,GM,90.00 GM,,1
34810,RAIGAM SOYA PRAWN BLUE PACK 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,50,GM,50.00 GM,201403,1
34811,RAIGAM SOYA PRAWN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,60,GM,60.00 GM,201108,1
34812,RAIGAM SOYA PRAWN SOYA DEVEL 110 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,110,GM,110.00 GM,200902,1
34814,RAIGAM SOYA TUNA NEW FISH 90 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,TUNA,,90,GM,90.00 GM,,1
34815,RAIGAM SOYA WELFARE CHICKEN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CHICKEN,,60,GM,60.00 GM,201106,1
34816,RAIGAM SOYA WELFARE CURRY FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CURRY,,60,GM,60.00 GM,201106,1
34817,RAIGAM SOYA WELFARE CUTTLE FISH FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,CUTTLE FISH,,60,GM,60.00 GM,201107,1
34818,RAIGAM SOYA WELFARE PRAWN FLAVOUR 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,PRAWN,,60,GM,60.00 GM,201106,1
34819,RAIGAM THORAMALU KIRATA 60 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM SOYA,PLPCH,THORA MALU,,60,GM,60.00 GM,201802,1
34820,RAIGAM IS-2 CHICKEN SOYA 100 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM IS-2,PLPCH,CHICKEN,,100,GM,100.00 GM,201510,1
34821,RAIGAM IS-2 CUTTLE FISH 100 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM IS-2,PLPCH,CUTTLE FISH,,100,GM,100.00 GM,201510,1
34822,RAIGAM IS-2 PRAWN SOYA 100 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM IS-2,PLPCH,PRAWN,,100,GM,100.00 GM,201510,1
34823,RAIGAM IS-2 TUNA SOYA 100 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RAIGAM IS-2,PLPCH,TUNA,,100,GM,100.00 GM,201510,1
34824,RANMIRA CURRY SOYA 50 GM,10,SOYA MEAT,RAIGAM MARKETING SERVICE,RANMIRA,PLPCH,CURRY,,50,GM,50.00 GM,201905,1
