MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE
NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST/INSTANT NOODLES ,75,MG,75MG,PLPCH
NESTLE LANKA,MAGGI,MAGGI/75/G/PLUPCH/PAPARE BLAST,75,GM,75G,PLUPCH
THIAGI ASSOCIATES,MYPAL,MYPAL/40/GM/PBT/BINDER GLUE PEN STIK IT,10000,10000,40 GM,PBT
ANTLER INDUSTRIES (PVT) LTD,AROMA,BRITOL/AROMA/1000/GM/PLPCH/SHAKTHI/DETERGENT POWDER/FRESH FLORAL,10000,10000,1000 GM,PLPCH
CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/250/ML/CAN/VIBE APPLE BURST,250,ML,250ML ,CAN
TN PRODUCT,KADU MEDAL TEA,KADU MEDA TEA/50/GM/PLPCH/BOPF TEA/ TN PRODUCTS ,50,GM,50GM ,PLPCH 
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/50/ML/PBT/NELLI AND NEEM SHAMPOO ,50,ML,50ML,PBT
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/50/ML/PBT/HAPPY SMILE BABY COLOGNE ,50,ML,50ML,PBT
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE/400/ML/PBT/DEEP RESTORE +PONDS SUPER LIGHT 25 GM FREE,400,ML,400ML,PBT
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER 20 RS SAVE,200,GM,200GM ,CDBOX 
C.W. MACKIE PLC,HIMALAYA,HIMALAYA/50/GM/CDBOX/REVITALISING NIGHT CREAM ,50,GM,50GM,CDBOX 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN LEMON PUFF,MALIBAN /100/GM/LEMON PUFF SUGAR LESS 30%,100,GM,100GM,PLPCH 
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/200/ML/PBT/NELLI AND NEEM SHAMPOO ,200,ML,200ML,PBT
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/50/ML/CDBOX/HERBAL COLOGNE NEEM AND TURMERIC ,50,ML,50ML,CDBOX 
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR AND LOVELY/50/GM/ GLOW AND LOVELY POWDER FINISH CREAM ,50,GM,50GM,CDBOX 
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/100/ML/CDBOX/HERBAL COLOGNE NEEM AND TURMERIC ,100,ML,100ML,CDBOX 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN GINGER,MALIBAN/80/GM/PLPCH/GINGER BISCUITS SUGAR LESS 30%,80,GM,80GM,PLPCH 
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSEUP/120/GM/CDBOX/EVER FRESH PEPPERMINT SPLASH 90 RS SAVE,120,GM,120GM,CDBOX 
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSEUP/120/GM/CDBOX/CLOVE +ORANGE 90 RS SAVE ,120,GM,120GM,CDBOX 
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE/200/ML/PBT/COCOA GLOW INTENSIVE CARE+ PONDS SUPER LIGHT GEL 25GM FREE,200,ML,200ML,PBT
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE/200/ML/PBT/DERMA CARE ADVANCED REPAIR BODY LOTION +PONDS SUPER LIGHT GEL 24.5GM FREE,200,ML,200ML,PBT
MALIBAN BISCUIT MANUFACTORIES,MALIBAN REAL CHOCOLATE CREAM,MALIBAN/100/GM/PLPCH/REAL CHOCOLATE CREAM SUGAR LESS 30%,100,GM,100GM,PLPCH 
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/100/ML/PBT/HAPPY SMILE BABY COLOGNE ,100,ML,100ML,PBT
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/100/ML/PBT/NELLI AND NEEM SHAMPOO ,100,ML,100ML,PBT
UNILEVER SRI LANKA LTD,FAIR & HANDSOME,FAIR AND LOVELY MENS/50/GM/CDBOX/GLOW AND HANDSOME RAPID ACTION CREAM+AXE TICKET DE0 17 ML FREE,50,GM,50GM,CDBOX 
DECORATIVE TOOLS & BRUSHES (PVT) LTD,E-ZY,E-ZY BRUSH/9/INCH/PLPCH/E-ZY ROLLER FOR USE WUTH EMULSION PAINT.,10000,10000,9'INCH,PLPCH
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING APPLE ,KIST SPARKLING APPLE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING STRAWBERRY,KIST SPARKLING STRAWBERRY FLAVOURED DRINK/250ML/CAN,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED ,KIST SPARKLING ORANGE,KIST SPARKLING ORANGE FLAVOURED DRINK/250ML/CAN ,250,ML,250ML,CAN
MAYURA COLOR PAINTS LANKA,MULTICO,MULTICO/10/L/BUCKET/ BRILLIANT WHITE WEATHERSHADE FOR EXTERIOR ,10000,10000,10 L,BUCKET
MAYURA COLOR PAINTS LANKA,MULTICO,MULTICO/1/L/BRILLIANT WHITE WEATHERSHADE FOR EXTERIOR ,10000,10000,1 L,BUCKET 
MAYURA COLOR PAINTS LANKA,MULTICO,MULTICO/20/L/BUCKET/BRILLIANT WHITE WEATHERSHADE FOR EXTERIOR ,10000,10000,20 L,BUCKET 
OZONE COATINGS (PVT) LTD,OZONE,OZONE/4/L/BUCKET/EMULSION/BRILLIANT WHITE/INTERIOR,10000,10000,4 L,BUCKET 
COCA-COLA BEVERAGES,COCA-COLA,COCA -COLA/1500/ML/PBT SAVE AS 40 RS ,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA/1500/ML/PBT/ORANGE FLAVOURED SAVE AS 40 RS,1500,ML,1500ML,PBT
CROWN SWEETY PRODUCTS PVT LTD,CROWN,CROWN/25/GM/PLPCH/LOLLYPOP,25,ML,25ML,PLPCH
DESSERT BITES,CHILLER MIXED FRUIT,CHILLER/MIXED FRUIT FLAVORED DRINK/500/ML/PET,500,ML,500ML,PET
DESSERT BITES,CHILLER MIXED FRUIT,CHILLER/MANGO FLAVOURED DRINK/500/ML/PET,500,ML,500ML,PET
CRYSTAL ENTERPRISES,WINLAC NC THINNER,WINLAC/1/LTR/PLCAN/ WINLAC AUTO SHINE HIGH GLOSS N.C THINNER ,1,LTR,1LTR,PLCAN 
ANTLER INDUSTRIES (PVT) LTD,BRITOL ,BRITOL DISHWASHING BAR WITH LIME FRESH 100GM,100,GM,100GM,EWRPK 
SAMANTHA PRODUCTS,SAMANTHA,SAMANTHA PRODUCTS CHILLI PIECES 100 GM ,10000,10000,100 GM,PLPCH
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TWIST NOODLES 400 GM PLPCH + SAVE RS 30,10000,10000,400 GM,PLPCH
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ APPLE BURST,250,ML,250ML ,CAN
CEYLON COLD STORES,ELEPHANT HOUSE VI BE,ELEPHANT HOUSE VI BE/ 250ML/ CAN/ ORANGE BURST,250,ML,250ML,CAN
COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,PORTELLO,PORTELLO/1500/ML/PBT/SAVE RS.40/=,1500,ML,1500ML,PBT
COCA-COLA BEVERAGES,SPRITE,SPRITE/1500/ML/PBT/SAVE RS. 40/=,1500,ML,1500ML,PBT
CEYLON GOOD LIFE DISTRIBUTORS (PVT) LTD,OPAN,OPAN/5000/ML/PLCAN/WATER BOTTLE,5000,ML,5000ML,PLCAN
CEYLON GOOD LIFE DISTRIBUTORS (PVT) LTD,OPAN,OPAN/5000/ML/PLCAN/WATER BOTTLE,5000,ML,5000ML,PLCAN
SANJEEWA GROUP ,THINAYA,THINAYA SOYA MEAT/60G/PLPCH/ROSTERD CHICKEN FLAVOURED,60,GM,60G,PLPCH
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\GRAPE BURST ,250,ML,250ML,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\ORANGE BURST ,250,ML,250ML,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\KIWI BURST ,250,ML,250ML,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\APPLE BURST,250,ML,250ML,CAN
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/SUPER CREAM CRACKER ENRICHED WITH VITAMINS + PRICE OFF RS 60,10000,10000,490 GM ,PL POUCH
NESTLE LANKA,MAGGI,MAGGI/75G/PLPCH/PAPARE BLAST INSTANT NOODLES,75,GM,75G,PLPCH
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500ML/PLBOT/POWER PLUS 10X ADVANCED ORIGINAL+FREE DIVA FRESH 200G,500,ML,500ML,PLBOT
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/80ML/PLBOT/AYURVEDA CARE PANCHARATNA SHAMPOO FREE SOAP BAR,80,ML,80ML,PLBOT
UNILEVER SRI LANKA LTD,PEARS ,PEARS/70G/CDBOX/BEE'S HONEY BABY SOAP,70,GM,70G,CDBOX
UNILEVER SRI LANKA LTD,PEARS ,PEARS/100ML/PLBOT/PURE&GENTLE BABY SHAMPOO FREE CREAM 50ML,100,ML,100ML,PLBOT
HEMAS MANUFACTURING (PVT) LTD,CLOGARD,CLOGARD/70G/CDBOX/STRONGER TEETH NATURAL SALT,70,GM,70G,CDBOX
SMART FOOD PRODUCTS,SMART PLUS,SMART PLUS/190ML/GLBOT/CHOCOLATE MILK DRINK ,190,ML,190ML,GLBOT 
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/150/GM/MILK CREAM,10000,10000,150 GM,PLPCH
DIYA INDUSTRIES,SUN PRODUCTS ,SUN PRODUCTS \1000\G\POUCH \PEPPER POWER ,1000,GM,1000G,POUCH 
MOTHA CONFECTIONERY WORKS (PVT) LTD,MOTHA,MOTHA /28/ML/GBT/APPLE GREEN FOOD COLORING,28,ML,28ML,GBT
NESTLE LANKA,MAGGI,MAGGI/75/G/NO-1/EWRPK/ PAPARE BLAST,75,GM,75G,EWRPK 
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,"VENDOL/85/GM/CDBOX/VENDOL VENIVEL TURMERIC,VENIVEL,MARGOSA,SANDALWOOD WITH ALOE VERA +SAVE 30",85,GM,85GM,CDBOX
HEMAS MARKETING,FEMS,FEMS/10 SANAKIN/3X PROTECTION /,10000,10000,10,POCH 
HEMAS MARKETING,FEMS ,FEMS/10 NAPKIN/DRYTEX 3X PROTECTION ,10000,10000,10 NAPKINS,POCH 
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/GM/PL POUCH/BEST EVER CLEAN & CITRUS FRESH DETERGENT POWDER + FREE SUNLIGHT/200/GM/PL POUCH/ CLEAN & ROYAL LAVENDER ,10000,10000,1000 GM,PL POUCH 
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/SUPER CREAM CRACKER ENRICHED WITH VITAMINS + PRICE OFF RS 60,10000,10000,490 GM ,PL POUCH
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER + SAVE RS.20/,10000,10000,200 GM,CDBOX 
UNILEVER SRI LANKA LTD,PEARS,PEARS/50/ML/PLBOT/RATHMAL BABY CREAM,10000,10000,50 ML,PLBOT 
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA/25/GM/PLPCH/ PEPPER POWDER ,25,GM,25GM,PLPCH
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA ,RAJAGALA/100/GM/PLPCH/CUTTLFISH SOYA MEAT,100,GM,100GM,PLPCH
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC /500/ML/PLBOT/POWER PLUS 10X AADVANCED ORIGINAL / FREE DIVA ROSE FREESH 200GM ,500,ML,500ML,PLBOT
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA ,RAJAGALA/100/GM/PLPCH/PRAWNS SOYA MEAT,100,GM,100GM,PLPCH
RATHNA PRODUCTS,RATHNA,RATHNA/50/GM/PLPCH/RASA PIRI TEA,50,GM,50GM,PLPCH
LOTUS TOOL GROUP,LOTUS,"LOTUS/1""(25MM)/BRUSH ",10000,10000,"1""(25MM)",BRUSH 
DECORATIVE TOOLS & BRUSHES (PVT) LTD,E-ZY,"E-ZY/9/(229)/""/POLYTHENE COVER/ROLLER BRUSH, INTERIOR ",10000,10000,"9""",POLYTHENE COVER 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH 
MAMMA PRODUCTS (PVT) LTD,MAMMA,MAMMA/100/GM/PLPCH/CHILLI PIECES,100,GM,100GM,PLPCH 
MAMMA PRODUCTS (PVT) LTD,MAMMA,MAMMA/100/GM/PLPCH/TRINCO CURRY POWDER,100,GM,100GM,PLPCH
UNILEVER SRI LANKA LTD,FAIR & LOVELY IS NOW GLOW & LOVELY POWDER FINISH,FAIR & LOVELY IS NOW GLOW & LOVELY POWDER FINISH/50/GM/CDB/MULTI VITAMINS + BRIGHTENING POWDER 24HR OIL CONTROL MATTE BRIGHT ,50,GM,50GM ,CDB
C.W. MACKIE PLC,HIMALAYA,HIMALAYA/50/GM/CDB/REVITALIZING NIGHT CREAM ,50,GM,50GM,CDB
HI-CARE PHARMA PVT LTD,LIA,LIA/200/ML/PBT/HERBAL MOISTURISING WITH ALOE VERA & OLIVE OIL ULTIMATE MOISTURE BODY LOTION ,200,ML,200ML ,PBT
EMAMI INDO LANKA PVT LTD,FAIR & HANDSOME,EMAMI FAIR & HANDSOME IS NOW SMART & HANDSOME/25/GM/CDB/ADVANCED GROOMING RADIANT GLOW FOR MEN,25,GM,25GM ,CDB
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/50/ML/CDB/PURE & GENTLE BABY COLOGNE/FREE/PEARS/70/GM/CDB/RATHMAL & KOKUM BABY SOAP ,50,ML,50ML ,CDB
MARVEL MARKETING (PVT) LTD,MARVEL LADY,MARVEL LADY/10/NO/DRITEX SUPER SLIM M PLUS AIR LAID FOR ALL DAY,10,NO,10NO,10000
NATURAL WONDERS (PVT) LTD,SOUL MATE,SOUL MATE/25/ML/CDB/SUNFLOWER VAPORISATEUR NATURAL SPRAY ,25,ML,25ML,CDB
ICL MARKETING,EVA,EVA/08/NO/PLPCH/STAR/DRITEX WINGS/SANITARY PAD,10000,10000,08 NO,PLPCH 
HELABIMA FOOD (PVT) LTD,HELABIMA,HELABIMA/100/GM/PLPCH/CHILLI POWDER ,10000,10000,100 GM,PLPCH 
AKZO NOBEL,DULUX,"DULUX/4/LTR/PL CANISTER/AQUA TECH,EXTERIOR,FLEX,WATERPROOFING, BRILLIANT WHITE ",4,LTR,4LTR,PL CANISTER 
AKZO NOBEL,DULUX,"DULUX/4/LTR/PL CANISTER/WEATHERSHIELD,POWERFLEXX, BRILLIANT WHITE ",4,LTR,4LTR,PL CANISTER 
AKZO NOBEL,DULUX,"DULUX/10/LTR/PL CANISTER/WEATHERSHIELD, POWERFLEXX, BRILLIANT WHITE ",10,LTR,10LTR,PL CANISTER 
JANATHA ESTATE DEV. BOARD,JANAVASAMA,JANAWASAMA BOPF TEA/500/GM/PLPCH,10000,10000,500 GM,PLPCH
DILEE FOODS,DILEE,DILEE/25/GM/PLPCH/TURMERIC POWDER,10000,10000,25 GM,PLPCH
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE\490\G\EWRPK \SUPER CREAM CRACKER SAVE R.S 60,490,GM,490G,EWRPK 
B.S.T.TRADERS,ROSETTE,ROSETTE/120/PGS/1NO/EXERCISE BOOK,120,PGS,120PGS,1NO
JEYA MAKES,JEYA MAKES,JEYA MAKES/50/GM/PLPCH/CHILLI PIECES,50,GM,50G,PLPCH
KANDURATA TEA PRODUCTS (PVT) LTD,KANDURATA ,KANDURATA/50/GM/CHILLI POWER/PLPCH ,10000,10000,50 GM,PLPCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
JAYARASA PRODUCT,JAYARASA,JAYARASA /25G/POCH PACK /CHIKEN CURRY ,25,GM,25G,POCH 
HEMAS MARKETING,FEMS,FEMS/10 SANAKIN/3X PROTECTION /,10000,10000,10,POCH 
HEMAS MARKETING,FEMS ,FEMS/10 NAPKIN/DRYTEX 3X PROTECTION ,10000,10000,10 NAPKINS,POCH 
JAYARASA PRODUCT,JAYARASA,JAYARASA /50G/POCH PACK /CHIKEN CURRY ,50,GM,50G,POCH 
UNILEVER SRI LANKA LTD,CLOSE UP,CLOSEUP /120G/CD BOX/TRIPLE FRESH /SAVE 90/-,120,GM,120G,CD
DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE ,WRITE /CR40,10000,10000,40,P
MADUMALI PRODUCTS,MADUMALI ,MADUMALI /50G/POCH PACK /MEET CURRY ,50,GM,50G,POCH 
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500ML/PET/ORIGINAL /FREE DIVA ROSE 200G,500,ML,500ML,PET
DUMINDU INDUSTRIES AND PRINTERS PVT LTD,WRITE,WRITE CR/40 PAGES/1NO,10000,10000,40 PAGES,1NO
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER + SAVE RS.20/,10000,10000,200 GM,CDBOX 
HEMAS MARKETING,FEMS,FEMS/10 SANAKIN/3X PROTECTION /,10000,10000,10,POCH 
HEMAS MARKETING,FEMS ,FEMS/10 NAPKIN/DRYTEX 3X PROTECTION ,10000,10000,10 NAPKINS,POCH 
UDAYA FOOD FRODUT,UDAYA,UDAYA/50G/POCH PACK /MEET CURRY /,50,GM,50G,POCH 
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING ORANGE FLAVOURED DRINK,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,250,ML,250ML,CAN
CARGILLS FOOD & BEVERAGE LIMITED,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK,250,ML,250ML,CAN
UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/GM/PL POUCH/BEST EVER CLEAN & CITRUS FRESH DETERGENT POWDER + FREE SUNLIGHT/200/GM/PL POUCH/ CLEAN & ROYAL LAVENDER ,10000,10000,1000 GM,PL POUCH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
ROBERT J HALL LTD,HALLS,"HALLS/9/(225MM)/""/POLYTHENE COVER/ROLLER SLEEVEV, INTERIOR, WITH OUT HANDLE ",10000,10000,"9""",POLYTHENE COVER 
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY ,PANDA BABY /HERBAL COLOGNE /NEEM & TURMERIC,100,ML,100ML,CDBOX
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/50/ML/GL BOTTLE/PURE & GENTLE REFRESHED SKIN IRRESISTIBLE BABY COLONGE + FREE STORY BOOK,10000,10000,50 ML ,GL BOTTLE 
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490/GM/SUPER CREAM CRACKER ENRICHED WITH VITAMINS + PRICE OFF RS 60,10000,10000,490 GM ,PL POUCH
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/50/ML/GL BOT/CLASSIC  LAVENDER ESSENCE + FREE BABY CHERAMY/50/ML/PL BOT/ALMOND EXTRACT VIT E+MILK WORTH RS 185,10000,10000,50 ML,GL BOT
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE APPLE BURST/250/ML/CAN,250,ML,250ML,CAN
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT HOUSE VIBE GRAPE BURST/250/ML/CAN,250,ML,250ML,CAN
B.S.T.TRADERS,ROSETTE,ROSETTE/200/PGS/JAFFNA RULE ,200,PGS,200PGS,PGS
ATLAS AXILLIA CO. (PVT) LTD,HOMERUN,HOMERUN/200/PGS/1NO/DOUBLE RULE,200,PGS,200PGS,1NO
AMBEWELA PRODUCTS (PVT) LTD,AMBEWELA,AMBEWELA/80/G/PLCUP/JELLY YOGHURT/STRAWBERRY FLAVOUR ,80,GM,80G,PLCUP
SPECIALTY CONSTRUCTION CHEMICALS ( PVT) LTD,NIPPOFLEX,"NIPPOFLEX/1/LTR/PL CANISTER/AQUA GUARD, WATERPROOF TOPCOAT, BRILLIANT WHITE ",1,LTR,1LTR,PL CANISTER 
SPECIALTY CONSTRUCTION CHEMICALS ( PVT) LTD,NIPPOFLEX,"NIPPOFLEX/1/LTR/PL CANISTER/AQUA GUARD, WATERPROOF TOPCOAT,COLOUR ",1,LTR,1LTR,PL CANISTER 
ATVEL BRUSH MANUFACTURERS (PVT) LTD,EASY,"EASY/9(229MM)/""/POLYTHENE COVER/ INTERIOR & EXTERIOR, PAINT ROLLER,GREEN , WITH OUT HANDLE",10000,10000,"9""",POLYTHENE COVER 
SPECIALTY CONSTRUCTION CHEMICALS ( PVT) LTD,NIPPOFLEX,"NIPPOFLEX/4/LTR/PL CANISTER/AQUA GUARD, WATERPROOF TOPCOAT,COLOUR ",4,LTR,4LTR,PL CANISTER 
SPECIALTY CONSTRUCTION CHEMICALS ( PVT) LTD,NIPPOFLEX,"NIPPOFLEX/4/LTR/PL CANISTER/AQUA GUARD, WATERPROOF TOPCOAT, BRILLIANT WHITE ",4,LTR,4LTR,PL CANISTER 
SHELLO COSMETICS CO (PVT)LTD,SHELLO,SHELLO/50G/CDBOX/WHITENING MOISTURISING FACE CREAM ,50,GM,50G ,CDBOX 
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDOL VOLIN ORIGINAL / KOHOMBA/80GM/ CDBOX ,80,GM,80GM ,CDBOX 
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE\490\G\EWRPK \SUPER CREAM CRACKER SAVE R.S 60,490,GM,490G,EWRPK 
CARGILLS QUALITY DAIRIES (PVT) LTD,KIST CREAMY CHOC,KIST\360\G\PLPCH \CREAMY CHOC\SAVE R.S. 20,360,GM,360G,PLPCH
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY \80\ML\PBT\STRONG & THICK HEALTH SHAMPOO WITH RICE WATER PORTIEN +VITAMIN E ,80,ML,80ML,PBT
NILMINI PRODUCTS,NILMINI,NILMINI\380\G\EWRPK \DETERGENT SOAP,380,GM,380G,EWRPK 
DELMEGE DISTRIBUTOR LTD,DELMEGE,DELMEGE/FAMILY DELIGHT NOODLES/400/GM/SAVE/RS/40/PLPCH ,400,GM,400GM,PLPCH
AIGA CEYLON (PVT) LTD,FITS UP,FITS UP/200/ML/PLBOT/ALOE VERA DRINK,10000,10000,200 ML,PLBOT 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER FAMILY PAC,MALIBAN/CREAM CRACKER FAMILY PAC/490/G/PLPCH/SAVE RS 60,10000,10000,490,PLPCH
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING,KIST/250/ML/CAN/KIST SPARKLINS GREEN APPLE FLAVORED DRINK ,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/ KIST SPARKLING STRAWBERRY FLAVORED DRINK ,250,ML,250ML,CAN
CEYLON BEVRAGE INTERNATIONAL PVT LTD,KIST SPARKLING ,KIST/250/ML/CAN/KIST SPARKLING ORANGE FLAVORED DRINK  ORANGE FLAVORED DRINK ,250,ML,250ML,CAN
NESTLE LANKA ,MAGGI,MAGGI/75/GM/PLPCH/MAGGI PAPARE BLAST INSTANT NOODLES ,75,GM,75GM,PLPCH 
EASTERN FRODUTS,EASTERN ,EASTERN /250ML/RGB/CHOCOLATE FLAVORS /,250,ML,250ML,RGB
DICKOYA DAIRY PRODUCTS,AGRI,AGRI FRUIT & NUT DAIRY ICE CREAM 1000ML,1000,ML,1000ML,PLTUB
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/ORIGINAL/50/-SAVE WITH DIVA FRESH ROSE & LIME DETERGENT POWDER 200G FREE,500,ML,500ML,PBT
UPALI CONSUMER PRODUCTS,SIGITHI,SIGITHI/70/GM/CDBOX/PREVENT PRICKLY HEAT BABY SOAP 70GM*2  SAVE RS 60,70,GM,70GM *2,CDBOX
CHELLO PRODUCTS,CHELLO,CHELLO/75/GM/PLCUP/KUMARIKA JELLY,75,GM,75GM,PLCUP
CEYLON BISCUITS LIMITED,MUNCHEE SUPER CREAM CRACKER,MUNCHEE/490G/PLPCH/SUPER CREAM CRACKER SAVE60/-,490,GM,490G,PLPCH
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\APPLE BURST,250,ML,250ML ,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\GRAPE BURST,250,ML,250ML ,CAN
CEYLON COLD STORES,VIBE,VIBE\250\ML\CAN\KIWI BURST,250,ML,250ML ,CAN
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/HERBAL/COLOGNE/NEEM & TURMERIC/100ML/GLBOT,10000,10000,100 ML,GLBOT
SUNRICH CONFECTIONERY (PVT) LTD,SUN RICH VANILLA DOUB.CREAM.WAFERS,SUNRICH/35/G/EWRPK/DOUBLE CREAM/VANILLA CREAM WAFERS,35,GM,35G,EWRPK
NESTLE LANKA,MAGGI,MAGGI/75/G/PLPSH/PAPARE BLAST/INSTANT NOODLES ,75,GM,75G,PLPSH 
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH
NARAH STATIONERS,TEN,TEN MY NOTES BOOK/PAGES 160,10000,10000,160,1 NO
HANA PRODUCTS,HP HERALA HAPPIK,HP KERALA HAPPIK/500/ML/PLBOT/ORIGINAL INDIAN MIX TOILET CLEANER,500,ML,500ML,PLBOT
HANA PRODUCTS,HP KERALA TILE CLEANER,HP KERALA TILE CLEANER/500/ML/PLBOT/ORIGINAL TILE CLEANER CALCIUM REMOVER,500,ML,500ML,PLBOT
