DATE,PERIOD,AUDITYPE,STORECODE,DLRCODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
23/04/2024,202404,2.0,111504940,12101020023.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,112134224,12101020005.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,111526578,12101020002.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,111728172,12101020018.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,128702441,12201020028.0,1713689019869,99765185,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-BLACK CURRANT-PET 250ML,100,250ML,PET,,1713689019869-singapore beverage-nepal-fruit gems#3.png,RECODING,5
23/04/2024,202404,2.0,128702441,12201020028.0,1713689490504,99765186,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS- KIWI-PET 250ML,100,250ML,PET,,1713689490504-singapore beverage-nepal-fruit gems#3.png,RECODING,5
23/04/2024,202404,3.0,3110105378,31101030525.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,Any other reason,,RECODING,5
23/04/2024,202404,2.0,110837704,12101020027.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,222331810117,22233020007.0,1713509160535,99765195,134,GAMA FOODS NEPAL P.LTD,READY BULL,READY BULL,120,250 ML,CAN,New SKU,1713509160535-gama foods nepal p-ltd-ready bull#3.png,RECODING,5
23/04/2024,202404,3.0,3110103610,31101030514.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,New SKU,,RECODING,5
23/04/2024,202404,2.0,126465935,31101020102.0,1713522499644,99765103,118,MANAKAMANA FRUIT & BEVERAGE-NP,PEACH MASTI,PEACH MASTI\250ML\PET\RS:50\MANAKAMANA FRUIT & BEVRAGE NEPAL,50,250ML,PET,New SKU,1713522499644-manakamana fruit - beverage-np-peach masti#3.png,CROSS CODING,2
23/04/2024,202404,2.0,126465935,31101020102.0,1713522052111,99765193,134,DUWAL BROTHERS-NEPAL,LEMON  LIME,LEMON LIME\250ML\PET\RS:50\DUWAL BROTHERS PVT.LTD NEPAL,50,250ML,PET,New SKU,1713522052111-duwal brothers-nepal-lemon  lime#3.png,RECODING,5
23/04/2024,202404,3.0,3110105343,31101030474.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,New SKU,,RECODING,5
23/04/2024,202404,2.0,131565810188,13156020008.0,1713418200654,99765194,118,PATHIBHARA FOOD & PCKNG UDY-NP,MOTION DEW,MOTION DEW\500ML\PBT\CARBONATED ,80,500ML,PBT,,1713418200654-pathibhara food - pckng udy-np-motion dew#3.png,RECODING,5
23/04/2024,202404,2.0,131403210265,13140020003.0,1713405735852,99765196,134,PRAMJAL UDYOG NEPAL,PRAMJAL,PRAMJAL\1000ML\PBT\MINERAL WATER ,25,1000ML,PBT,Sales Deviation is OK,1713405735852-pramjal udyog nepal-pramjal#3.png,RECODING,5
23/04/2024,202404,2.0,116338322,32302020001.0,1713447891015,99765197,134,J.M.D. INTERNATIONAL PVT.LTD. NEPAL,JMD,JMD PROCESSED DRINKING WATER/PBT/1000ML/25/J.M.D. INTERNATIONAL PVT. LTD. NEPAL,25,1000ML,PBT,,1713447891015-j-m-d- international pvt-ltd- nepal-jmd#3.png,RECODING,5
23/04/2024,202404,2.0,122167896,31101020073.0,1713249230248,99765199,134,DABUR INDIA LTD.- INDIA,REAL MILK POWER,REAL MILK POWER-STRAWBERRY TPK 180ML,80,180ML,TPK ,,1713249230248-dabur india ltd-- india-real milk power#3.png,RECODING,5
23/04/2024,202404,2.0,121838548,31101020068.0,1713423533718,99765187,134,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU\ GRAPE\320ML\RS:150\SAPPE PUBLIC COMPANY LIMITED THAILAND,150,320ML,PET,,1713423533718-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5
23/04/2024,202404,2.0,121838548,31101020068.0,1713423296234,99765188,134,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU\PINAPPLE\320ML\PET\RS:150\SAPPE PUBLIC COMPANY LIMITED THAILAND,150,320ML,PET,,1713423296234-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5
23/04/2024,202404,2.0,121838548,31101020068.0,1713423822009,99765189,134,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU \STRAWBERRY\320ML\PET\RS:150\SAPPE PUBLIC COMPANY LIMITED THAILAND,150,320ML,PET,,1713423822009-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5
23/04/2024,202404,3.0,3110104604,31101030302.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,Any other reason,,RECODING,5
23/04/2024,202404,3.0,3110102665,31101030277.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,Any other reason,,RECODING,5
23/04/2024,202404,3.0,3110105409,31101030569.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,,,RECODING,5
23/04/2024,202404,2.0,111740541,12101020009.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
23/04/2024,202404,2.0,124954698,21301020011.0,1713249458094,99765191,134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,3 STAR LEMON,3 STAR LEMON,50,250 ML,PET,,1713249458094-shambhavi food - beverages-nepal-3 star lemon#3.png,RECODING,5
23/04/2024,202404,2.0,124954698,21301020011.0,1713249195754,99765192,134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY MANGO DRINK,JIMMY JIMMY MANGO  DRINK,120,300ML PET,,,1713249195754-shambhavi food - beverages-nepal-jimmy jimmy mango drink#3.png,RECODING,5
23/04/2024,202404,3.0,1220102372,12201030159.0,1712384958021,99765200,125,PUJA SURTI UDHYOG NEPAL,BABLU,BABLU SUPER POWER PPH 7G,15,7G,PPH,,1712384958021-puja surti udhyog nepal-bablu#3.png,RECODING,5
23/04/2024,202404,3.0,1220102372,12201030159.0,1712385342151,99765201,126,SONA TOBACCO UDHYOG PVT LTD NEPAL,BABA,BABA SWEET SUPARI PPH 1.5 G,3,1.5G,PPH,,1712385342151-sona tobacco udhyog pvt ltd nepal-baba#3.png,RECODING,5
23/04/2024,202404,2.0,128189766,31101020097.0,1713249230248,99765199,134,DABUR INDIA LTD.- INDIA,REAL MILK POWER,REAL MILK POWER-STRAWBERRY TPK 180ML,80,180ML,TPK ,,1713249230248-dabur india ltd-- india-real milk power#3.png,RECODING,5
23/04/2024,202404,2.0,130456310264,13045020021.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,Any other reason,,RECODING,5
23/04/2024,202404,2.0,435873410180,43587020019.0,1713249112842,99765198,134,KANCHAN MINERAL WATER UDHYOG,ARUSH PROCESSED DRINKING WATER ,ARUSH ,30,1000ML,PET,,1713249112842-kanchan mineral water udhyog-arush processed drinking water #3.png,RECODING,5
29/04/2024,202404,2.0,130456210306,13045020027.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,Any other reason,,RECODING,5
29/04/2024,202404,2.0,115625645,41301020031.0,1714274174235,99762467,134,BAUDDHA GRAMEEN PROCESSED DRINKING WATER,PROCESSED DRINKING WATER ,BG AQUA FRESH,30,1000ML,PET,,,CROSS CODING,2
29/04/2024,202404,2.0,115070629,41301020003.0,1714274174235,99762467,134,BAUDDHA GRAMEEN PROCESSED DRINKING WATER,PROCESSED DRINKING WATER ,BG AQUA FRESH,30,1000ML,PET,,,CROSS CODING,2
29/04/2024,202404,2.0,112266748,41301020023.0,1714276733901,99762467,134,BAUDDHA GRAMEEN PROCESSED DRINKING WATER,AQUA FRESH,B G AQUA FRESH ,30,1000ML,PET,,1714276733901-bauddha grameen processed drinking water-aqua fresh#3.png,CROSS CODING,2
29/04/2024,202404,2.0,117167384,41301020018.0,1714273927142,99762348,134,GOODLIFE BEVERAGE-NEPAL,SHAKE WELL BEFORE ,GOODLIFE MANGO ,30,200ML ,PET,,1714273927142-goodlife beverage-nepal-shake well before #3.png,CROSS CODING,2
29/04/2024,202404,2.0,117167384,41301020018.0,1714274174235,99762467,134,BAUDDHA GRAMEEN PROCESSED DRINKING WATER,PROCESSED DRINKING WATER ,BG AQUA FRESH,30,1000ML,PET,,1714274174235-bauddha grameen processed drinking water-processed drinking water #3.png,CROSS CODING,2
29/04/2024,202404,2.0,130456210173,13045020022.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,3.0,3110101216,31101030519.0,1713149967300,99765184,125,PUJA TOBACCO PACKING INDUSTRIES,GOLDEN NEPAL,GOLDEN NEPAL\16\GM\PPH\RS:40\PUJA TOBACCO PACKING INDUSTRY NEPAL,40,16GM,PPH,New SKU,,RECODING,5
29/04/2024,202404,2.0,128897531,12201020027.0,1713689019869,99765185,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-BLACK CURRANT-PET 250ML,100,250ML,PET,,,RECODING,5
29/04/2024,202404,2.0,130456310204,13045020026.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,130456410238,13045020023.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,130456310261,13045020025.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,Any other reason,,RECODING,5
29/04/2024,202404,2.0,130456310280,13045020006.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,527363110160,52736020004.0,1714036082543,99765202,134,NEPAL M.D FOOD AND BEVERAGE PVT.LTD ,BOSS,BOSS/1000ML/PBT/NEPAL M.D FOOD & BEVERAGE,25,1000ML ,PBT,Any other reason,,RECODING,5
29/04/2024,202404,2.0,527363110135,52736020003.0,1714036082543,99765202,134,NEPAL M.D FOOD AND BEVERAGE PVT.LTD ,BOSS,BOSS/1000ML/PBT/NEPAL M.D FOOD & BEVERAGE,25,1000ML ,PBT,,1714036082543-nepal m-d food and beverage pvt-ltd -boss#3.png,RECODING,5
29/04/2024,202404,2.0,527363110135,52736020003.0,1712809803187,99765180,134,LIFE FOOD & BEVERAGE-NEPAL,LIFE LITCHI ,LIFE LITCHI/150ML/PBT/LIFE FOOD & BEVERAGE-NEPAL ,20,150ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,122007734,12303020017.0,1713771118909,99765204,134,GOODLIFE BEVERAGE-NEPAL,RUMPUM ALPHONSO,RUMPUM ALPHONSO BEVERAGE 180ML+20ML EXTRA,25,180ML+20MLEXTRA,TPK,,1713771118909-goodlife beverage-nepal-rumpum alphonso#3.png,RECODING,5
29/04/2024,202404,2.0,132905760,31303020028.0,1713948292120,99765203,134,KWALITY THAI FOODS PVT LTD-NPL,TOTAL FRUITY N JUICY,TOTAL FRUITY N JUICY-MIXED FRUIT TPK 200ML,30,200ML,TPK,,1713948292120-kwality thai foods pvt ltd-npl-total fruity n juicy#3.png,RECODING,5
29/04/2024,202404,2.0,132790864,31303020005.0,1713249230248,99765199,134,DABUR INDIA LTD.- INDIA,REAL MILK POWER,REAL MILK POWER-STRAWBERRY TPK 180ML,80,180ML,TPK ,,1713249230248-dabur india ltd-- india-real milk power#3.png,RECODING,5
29/04/2024,202404,2.0,111849288,12101020030.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,112158596,12101020013.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,111719660,12101020010.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,117136463,31305020001.0,1713695252438,99765180,134,LIFE FOOD & BEVERAGE-NEPAL,LIFE,LIFE LITCHI\150ML\PET\RS:25\LIFE FOOD &BEVRAGE PVT.LTD NEPAL,25,150ML,PET,,,RECODING,5
29/04/2024,202404,2.0,116832570,31305020009.0,1713695252438,99765180,134,LIFE FOOD & BEVERAGE-NEPAL,LIFE,LIFE LITCHI\150ML\PET\RS:25\LIFE FOOD &BEVRAGE PVT.LTD NEPAL,25,150ML,PET,New SKU,,RECODING,5
29/04/2024,202404,2.0,111762269,12101020029.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,117158265,11302020009.0,1712824427828,99765205,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-PASSION FRUIT DRINK PET 320ML,140,320ML,PET,,1712824427828-singapore beverage-nepal-fruit gems#3.png,RECODING,5
29/04/2024,202404,2.0,111726977,12101020039.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
29/04/2024,202404,2.0,133096666,42201020009.0,1713249112842,99765198,134,KANCHAN MINERAL WATER UDHYOG,ARUSH PROCESSED DRINKING WATER ,ARUSH ,30,1000ML,PET,,,RECODING,5
30/04/2024,202404,2.0,130456210299,13045020018.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,Any other reason,,RECODING,5
30/04/2024,202404,2.0,130456210353,13045020020.0,1712656162027,99765183,134,RADHA KRISHNA FOOD & BEVERAGE-NP,SARAS,SARAS PROCESSED DRINKING WATER PBT 1000 ML. RS 20.00,20,1000 ML,PBT,,,RECODING,5
30/04/2024,202404,2.0,516753710207,51675020002.0,1714099276339,99765206,118,LIFE FOOD & BEVERAGE-NEPAL,FIZZY LIFE,FIZZY LIFE/LAHORI JAL JEERA/250ML/PBT,50,250ML ,PBT,,1714099276339-life food - beverage-nepal-fizzy life#3.png,RECODING,5
02/05/2024,202404,2.0,116845649,41301020007.0,1714274174235,99762467,134,BAUDDHA GRAMEEN PROCESSED DRINKING WATER,PROCESSED DRINKING WATER ,BG AQUA FRESH,30,1000ML,PET,,,CROSS CODING,2
02/05/2024,202404,2.0,133932988,32301020016.0,1714449839782,99765081,134,SINGAPORE BEVERAGE-NEPAL PVT.LTD,NIMONZAAAAA,NIMBUPANI,85,600ML,PET,,,CROSS CODING,2
02/05/2024,202404,2.0,132805308,32301020013.0,1714449839782,99765081,134,SINGAPORE BEVERAGE-NEPAL PVT.LTD,NIMONZAAAAA,NIMBUPANI,85,600ML,PET,,1714449839782-singapore beverage-nepal pvt-ltd-nimonzaaaaa#3.png,CROSS CODING,2
11/03/2024,202403,2.0,128296706,52202020003.0,1710054179346,99765153,134,P.G WATER INDUSTRIES-NEPAL,AQUA CARE,AQUA CARE/1000ML/PBT,25,1000ML ,PBT,,,RECODING,5
11/03/2024,202403,2.0,128302927,52202020011.0,1710054179346,99765153,134,P.G WATER INDUSTRIES-NEPAL,AQUA CARE,AQUA CARE/1000ML/PBT,25,1000ML ,PBT,Any other reason,1710054179346-p-g water industries-nepal-aqua care#3.png,RECODING,5
11/03/2024,202403,2.0,112167852,12101020001.0,1709722237489,99765154,134,S.A.N.S. BEVERAGE IND. PVT.LTD. NEPAL,KABELI,KABELI PROCESSED DRINKING WATER ,20,1-LTR.,PBT,,1709722237489-s-a-n-s- beverage ind- pvt-ltd- nepal-kabeli#3.png,RECODING,5
11/03/2024,202403,3.0,3110103023,31101030364.0,1709710254462,99765156,105,GORKHA LAHARI PVT.LTD.- NEPAL,MAYALU,MAYALU FILTER\20 KS\HL\RS:100\GORKHA LAHARI PVT.LTD NEPAL,88,20,CBP,New SKU,1709710254462-gorkha lahari pvt-ltd-- nepal-mayalu#3.png,RECODING,5
11/03/2024,202403,3.0,2110201345,21102030190.0,1709706918730,99765155,125,HARSH INFINITY FLAVOUR PVT LTD,MAHAK CHAINI,MAHAK CHAINI/PPH/9GM/RS50/HARSH INFINITY FLAVOUR PVT LTD,50,9 GM,PPH,,1709706918730-harsh infinity flavour pvt ltd-mahak chaini#3.png,RECODING,5
12/03/2024,202403,2.0,112136408,12101020032.0,1709881139499,99765157,134,SHANTI JAL UDHYOG PVT LTD-NEPL,SHANTI JAL,SHANTI JAL PBT 500 ML,10,500 ML.,BPT,,1709881139499-shanti jal udhyog pvt ltd-nepl-shanti jal#3.png,RECODING,5
12/03/2024,202403,2.0,124865093,52202020009.0,1710054179346,99765153,134,P.G WATER INDUSTRIES-NEPAL,AQUA CARE,AQUA CARE/1000ML/PBT,25,1000ML ,PBT,Any other reason,,RECODING,5
15/03/2024,202403,2.0,130217025,52303020002.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130605665,52303020011.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130528484,52303020012.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130258571,52303020007.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130626149,52303020010.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130215434,52303020009.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,120,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130379757,52303020005.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
15/03/2024,202403,2.0,130483049,52303020004.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,Seasonal purchases,,RECODING,5
15/03/2024,202403,2.0,130215306,52303020003.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,1710304478387-pepsi cola cmpny imprtd-imprtd-mountain dew #3.png,RECODING,5
15/03/2024,202403,2.0,122331327,31101020086.0,1710399394882,99765160,118,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY CRAZY LEMONA,ICEEY CRAZY LEMON\1500ML\PET\RS:180\AGRO THAI FOOD PVT.LTD NEPAL,180,1500,PET,,1710399394882-agro thai foods pvt ltd-nepal-iceey crazy lemona#3.png,RECODING,5
15/03/2024,202403,2.0,122331327,31101020086.0,1710399498284,99765159,118,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY CRAZY LEMONA,ICEEY CRAZY LEMON\500ML\PET\RS:80\AGRO THAI FOOD PVT.LTD NEPAL,80,500ML,PET,,1710399498284-agro thai foods pvt ltd-nepal-iceey crazy lemona#3.png,RECODING,5
15/03/2024,202403,2.0,126402383,21301020041.0,1710228345884,99765161,118,VARUN BEVERAGE -NEPAL,PEPSI,PEPSI\400\ML,50,400ML,PET,New SKU,1710228345884-varun beverage -nepal-pepsi#3.png,RECODING,5
18/03/2024,202403,2.0,127304073,22201020047.0,1710658906614,99765075,134,LIFE FOOD & BEVERAGE PVT.LTD,FIZZY LIFE NIMBOO,FIZZY LIFE NIMBOO,50,250ML,PET,,1710658906614-life food - beverage pvt-ltd-fizzy life nimboo#3.png,CROSS CODING,2
20/03/2024,202403,2.0,128786076,52203020007.0,1710054179346,99765153,134,P.G WATER INDUSTRIES-NEPAL,AQUA CARE,AQUA CARE/1000ML/PBT,25,1000ML ,PBT,Seasonal purchases,,RECODING,5
21/03/2024,202403,2.0,113249915,52204020011.0,1710304478387,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW/2000ML/PBT,128,2000ML ,PBT,,,RECODING,5
25/03/2024,202403,2.0,132841164,22304020008.0,1711077683580,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW \2000ML\PBT\CARBONATED ,128,2000ML,PBT,,1711077683580-pepsi cola cmpny imprtd-imprtd-mountain dew #3.png,RECODING,5
25/03/2024,202403,2.0,132576439,22304020006.0,1711080250688,99765162,134,CHAUDHARY PANI UDHYOG NEPAL,SUNDAR JAL,SUNDAR JAL\1000ML\PBT\MINERAL WATER ,25,1000ML,PBT,Sales Deviation is OK,1711080250688-chaudhary pani udhyog nepal-sundar jal#3.png,RECODING,5
25/03/2024,202403,2.0,132681011,22304020001.0,1711080250688,99765162,134,CHAUDHARY PANI UDHYOG NEPAL,SUNDAR JAL,SUNDAR JAL\1000ML\PBT\MINERAL WATER ,25,1000ML,PBT,,,RECODING,5
25/03/2024,202403,2.0,132576291,22304020003.0,1711077683580,99765158,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,MOUNTAIN DEW ,MOUNTAIN DEW \2000ML\PBT\CARBONATED ,128,2000ML,PBT,,,RECODING,5
25/03/2024,202403,2.0,125728611,31101020089.0,1711003543798,99765163,134,MAHAVIR KHOLA PRAKRITIK KHANEPANI PVT LTD ,FURKETARI,FURKETARI PBT 1L,25,1000ML,PBT,,1711003543798-mahavir khola prakritik khaneoani pvt ltd -furketari#3.png,RECODING,5
26/03/2024,202403,2.0,132848528,31303020029.0,1711358235138,99765164,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA ,MANIA-MIX FRUIT TPK 200ML,25,200ML,TPK,,1711358235138-hygen packs nepal pvt ltd-nepal-mania #3.png,RECODING,5
26/03/2024,202403,2.0,132803597,31303020004.0,1711358235138,99765164,134,HYGEN PACKS NEPAL PVT LTD-NEPAL,MANIA ,MANIA-MIX FRUIT TPK 200ML,25,200ML,TPK,,1711358235138-hygen packs nepal pvt ltd-nepal-mania #3.png,RECODING,5
26/03/2024,202403,3.0,1025134808550,22709030041.0,1710651096178,99765165,105,SURYA NEPAL PVT LTD - NEPAL,STRIKER ,STRIKER SPICE RUSH ,130,FTP,20,New SKU,1710651096178-surya nepal pvt ltd - nepal-striker #3.png,RECODING,5
27/03/2024,202403,2.0,222762610017,22276020011.0,1711434407273,99765161,118,VARUN BEVERAGE -NEPAL,PEPSI,PEPSI/PBT/250 ML FREE 150 ML/MRP 50/VARUN BEVERAGE,500,250ML,PBT,,1711434407273-varun beverage -nepal-pepsi#3.png,RECODING,5
28/03/2024,202403,2.0,129058210,12201020023.0,1710839492866,99765161,118,VARUN BEVERAGE -NEPAL,PEPSI,PEPSI-COLA PET 250ML+150ML FREE,50,250ML +150ML,PET,,,RECODING,5
28/03/2024,202403,2.0,324121510088,32412020004.0,1711524716331,99765161,118,VARUN BEVERAGE -NEPAL,PEPSI,PEPSI-COLA-PET 250 ML+150ML,50,250ML,PET,,1711524716331-varun beverage -nepal-pepsi#3.png,RECODING,5
28/03/2024,202403,2.0,324121210105,32412020001.0,1711517976006,99765166,118,VARUN BEVERAGE -NEPAL,MIRINDA ORANGE,MIRINDA ORANGE PET 250ML+150ML,50,250ML,PET,,1711517976006-varun beverage -nepal-mirinda orange#3.png,RECODING,5
28/03/2024,202403,2.0,130529765,21202020028.0,1711537835615,99765167,134,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU\320ML\PBT\PINK GUAVA FLAVOUR ,150,320ML,PBT,,1711537835615-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5
29/03/2024,202403,2.0,324121510021,32412020008.0,1711524716331,99765161,118,VARUN BEVERAGE -NEPAL,PEPSI,PEPSI-COLA-PET 250 ML+150ML,50,250ML,PET,,1711524716331-varun beverage -nepal-pepsi#3.png,RECODING,5
